Title,Author,Genre,Summary,SentenceCount,WordCount
বঙ্গবন্ধুর বহুমাত্রিক ভাবনাবিশ্ব : সমাজ-রাজনীতি-রাষ্ট্র ,আবুল কাসেম (সম্পাদক) ,Biography and Autobiography,"বঙ্গবন্ধুর বহুমাত্রিক ভাবনাবিশ্ব বইটি বঙ্গবন্ধু শেখ মুজিবুর রহমানের পরিচিত সাধারণ জীবন-বিবরণের কোনো সংকলন নয়। বরং তাঁর ভাবনাবিশে^র অজানা-অচেনা দিকগুলোকে তুলে ধরা এবং তার বিশ্লেষণই এখানে গুরুত্ব পেয়েছে। সমাজ-রাজনীতি-রাষ্ট্র বিষয়ে বঙ্গবন্ধুর চিন্তার কয়েকটি দিক নিয়ে সবিস্তার ব্যাখ্যা-বিবেচনা এ বইয়ে মিলবে। রাষ্ট্রপ্রতিষ্ঠার সংগ্রামপর্বে এবং স্বাধীনতার পর রাষ্ট্রবিনির্মাণের জন্য তিনি বহু বিষয় নিয়ে ভেবেছিলেন, বহু ভাবনাকে বাস্তব করে তুলতে চেয়েছিলেন। তাঁর ব্যক্তিগত চিন্তা ও রাষ্ট্রদর্শনের প্রতিফলন তাই দেখা যায় সে সময়ের বিভিন্ন রাষ্ট্রীয় সিদ্ধান্তে, নীতিনির্ধারণে। সে রকম এগারোটি প্রসঙ্গ নিয়েই লিখেছেন এগারোজন কৃতী গবেষক। তাঁরা বিদ্যায়তনিক পরিপ্রেক্ষিতে দাঁড়িয়ে মান্যসূত্র ঘেঁটে বঙ্গবন্ধুর চিন্তা ও দর্শনের দিকে ফিরে তাকিয়েছেন, প্রয়োজনে পুনর্বিচার-পুনর্বিবেচনা করতেও পিছপা হননি। বইটিতে বাংলাদেশের সংবিধানকে ঘিরে বঙ্গবন্ধুর চিন্তা ও পরিকল্পনার পূর্বাপর বিশ্লেষণ যেমন আছে; তেমনি আছে তাঁর কৃষি সংস্কারের ব্যতিক্রমী দৃষ্টিভঙ্গি, বাকশাল গঠনের বৈপ্লবিক উদ্যোগ, সমন্বয়বাদী পররাষ্ট্রনীতি ও শিক্ষাসংক্রান্ত দূরদর্শী ভাবনা নিয়ে আলোকপাত। চারটি আলাদা আলাদা প্রবন্ধে আলোচিত হয়েছে বঙ্গবন্ধুর সাহিত্যবোধ, লেখকসত্তা, সংস্কৃতিপ্রিয়তা এবং চারুশিল্পের প্রতি তাঁর অনুরাগ। বঙ্গবন্ধু রাষ্ট্রগঠনের ক্ষেত্রে বিজ্ঞান ও বিজ্ঞানীদের কোন ভ‚মিকায় দেখতে চেয়েছিলেন তা নিয়ে রয়েছে একটি দীর্ঘ অভিনব প্রবন্ধ। তাঁর যোগাযোগদর্শনকে আধুনিক গণযোগাযোগতত্তে¡র আলোকে ব্যাখ্যা করা হয়েছে আরেকটি লেখায়। ",11,181
বঙ্গবন্ধু-মুক্তিযুদ্ধ ডায়েরির পাতা থেকে ,ড. মোহাম্মদ হাননান ,Biography and Autobiography,"‘বঙ্গবন্ধু’ খেতাবটির সঙ্গে জড়িয়ে আছে বাঙালি জাতির শ্রদ্ধা ও সীমাহীন ভালোবাসা। বাংলা’ ও ‘বঙ্গবন্ধু’ এক ও অবিচ্ছেদ্য। এ কারণেই ‘জয় বাংলা’ শব্দ উচ্চারণ করার পর ‘জয় বঙ্গবন্ধু’ না-বললে বাঙালি জাতির অন্তরের আবেগ মুক্তি পায় না। সর্বকালের সর্বশ্রেষ্ঠ বাঙালি, বাংলাদেশের জাতির পিতা, শোষিত মানুষের মহান নেতা, শেখ মুজিবুর রহমান একদিনেই 'বঙ্গবন্ধু হয়ে ওঠেননি। তার বঙ্গবন্ধু হয়ে ওঠার পেছনে আছে দীর্ঘদিনের আপসহীন সংগ্রাম ও কারান্তরালে শারীরিক নির্যাতন ভোগ করার বেদনাবিধুর ইতিহাস। মুক্তিযুদ্ধ’ বাঙালি জাতির গৌরবের অগ্নিশিখা। বাঙালি জাতি ত্রিশ লাখ শহীদের রক্ত ঢেলে এই গৌরবের শিখা প্রজ্বালন করেছে। পৃথিবীর ইতিহাসে অনেক জাতির মুক্তিযুদ্ধের কথা লিপিবদ্ধ আছে বটে; কিন্তু বাঙালির মুক্তিযুদ্ধ অনেক কারণেই সোনালি অক্ষরে লেখা থাকবে। পৃথিবীর আর কোনো জাতি এত সংক্ষিপ্ত সময়ে, এত রক্ত আর মৃত্যুর বিনিময়ে স্বাধীনতা অর্জন করেনি। ২০২০ সালে জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের জন্মশতবর্ষ এবং ২০২১ সালে বাংলাদেশের মহান মুক্তিযুদ্ধের সুবর্ণজয়ন্তীর মাহেন্দ্রক্ষণে আগামী প্রকাশনীর বিশেষ প্রকাশনা-উদ্যোগ ‘বঙ্গবন্ধু-মুক্তিযুদ্ধ সিরিজ। এ সিরিজের মাধ্যমে আমরা বাংলাদেশের বিশিষ্ট কবি-লেখক-বুদ্ধিজীবীদের বঙ্গবন্ধু ও মুক্তিযুদ্ধ সম্পর্কিত রচনার সংকলন পাঠকের কাছে পৌছে দেওয়ার উদ্যোগ গ্রহণ করেছি। আমাদের পরিকল্পিত লেখক তালিকায় এমন অনেক বিশিষ্টজন অন্তর্ভুক্ত রয়েছেন যাদের স্মরণীয় রচনায় এদেশের মানুষের কাছে মুক্তিযুদ্ধ এবং মুক্তিযুদ্ধের মহানায়ক বঙ্গবন্ধু উত্তরপ্রজন্মের পাঠকের কাছে। ইতিহাস বিকৃতির বিরুদ্ধে স্বদেশের স্বাধীনতার সঠিক ইতিহাসের বার্তা, বর্তমানের দৃঢ় পথচলা এবং সুন্দর আগামীর বিনির্মাণ সাধন করতে এ সিরিজ বিশেষ ভূমিকা পালন করবে বলে আমরা মনে করি ।",13,217
জীবন মৃত্যু পায়ের ভৃত্য : বঙ্গবন্ধু থেকে শেখ হাসিনা ,নৌ-কমান্ডো মো.আজিজুল আলম ,Biography and Autobiography,"বাংলাদেশের মুক্তিযুদ্ধের উজ্জ্বল ও ব্যতিক্রমী অধায় নৌ-কমান্ডো অভিযান। একাত্তর মধ্য-আগস্টে দেশের বিভিন্ন সমুদ্র ও নৌ-বন্দরে অভাবিত ও আকস্মিক যুগপৎ আক্রমণ নিমেষে পাল্টে দেয়া যুদ্ধের গতি-প্রকৃতি। জীবন-উৎসর্গ করবার অঙ্গীকার নিয়ে আত্মঘাতী কমান্ডো-দলে যোগ দিয়েছিলে এক ঝাঁক তরুণ। তাঁদেরই একজন, রাজশাহী বিশ্ববিদ্যালয়ের তৎকালীন ছাত্র মো. অভিযানের পূর্বাপর বৃত্তান্ত। ছাত্র আন্দোলনের এই কর্মী পেয়েছিলেন বঙ্গবন্ধুর স্নেহস্পর্শ, গোড়াতেই ঝাঁপ দিয়েছিলেন মুক্তিযুদ্ধে, তারপরে চরম গোপনীয়তায় নৌ-কমান্ডো হিসেবে নেন প্রশিক্ষণ এবং দেশের ভেতরে পরিচালনা করেন দুঃসাহসিক বিভিন্ন অভিযান। সাধারণ মানুষের সহযোগিতায় দেশের মুক্তির এই অভিযানের প্রত্যক্ষ বিবরণ সজীব করে তুলেছে অবিস্মরণীয় সেই দিনগুলো, যখন বাংলার তরুণদল করেছিল অসাধসাধন। উজ্জ্বল সেই দিনে অনুজ্জ্বল অনেক ঘটনারও অবতারণা হয়েছিল, পরিস্থিতির সুযোগ নিয়ে অনাকাঙ্ক্ষিত কাজে যুক্ত হয়েছিল স্বপক্ষের কেউ কেউ, বিশাল সেউ অর্জনের সময়ে রোপিত হয়েছিল ভবিষ্যৎ দুর্গতিরও বীজ। এই স্মৃতিভাষ্য তাই কেবল সাহসিকতা ও আত্মত্যাগের বৃত্তান্ত নয়, কষ্টিপাথরে মুক্তিযুদ্ধ যাচাই করে নেয়ার প্রয়াসও বটে। সব ছাপিয়ে এখানে মেলে মানবিক অনেক ঘটনার বিবরণ যা আপ্লুত করবে পাঠকের হৃদয়। নবীন প্রজন্মের জন্য এই গ্রন্থ বিশেষভাবে পাঠ্য, বাংলার মানুষ, সমাজ ও ইতিহাসের পরিচয় পেতে এর তুলনা নেই।",10,172
১৫ই আগস্ট বঙ্গবন্ধু ও পরিবারের সংক্ষিপ্ত পরিচিতি ,এহছানুল মালিকী ,Biography and Autobiography,"বঙ্গবন্ধু আর বাংলাদেশ এ দুটো কোনো আলাদা বিষয় নয় বরং পরস্পরের পরিপূরক। ১৯৭১-এর মার্চে পাকিস্তানের মার্কিন রাষ্ট্রদূত ‘যোশেফ ফারল্যান্ড’ বঙ্গবন্ধুর বাসভবনে সাক্ষাৎ করে পরিষ্কারভাবে বুঝেছিলেন যে, শেখ মুজিবের নিকট স্বাধীনতার বিকল্প কোনো কিছুই গ্রহণী নয়। তারই ফলাফল নয় মাসের মুক্তিযুদ্ধ শেষে স্বাধীন-সার্বভৌম বাংলাদেশ। কিন্তু স্বাধীনতার শত্রুরা থেমে থাকেনি। তাদের অন্তহীন হিংসায় বাংলাদেশে প্রতিনিয়ত অস্থিরতা আর স্থিতিহীনতা বিরাজ করতে থাকে। তাদের সমস্ত আক্রোশ বঙ্গবন্ধু ও বাংলাদেশকে কেন্দ্র করেই বার বার ছোবল হেনেছে। বঙ্গবন্ধু ও তাঁর পরিবারকে পৃথিবী থেকে নিশ্চিহ্ন করতে রাজনৈতিক দলগুলোর ভূমিকাও ছিল অত্যন্ত ন্যাক্কারজনক এবং ঔদ্ধত্যপূর্ণ। ১৯৭১-এর ১৫ই আগস্ট বঙ্গবন্ধু ও তার পরিবারকে যারা হত্যা করেছিল, সে সকল নিহত পরিবারের পরিচিতি এহছানুল মালিকী তাঁর ‘১৫ই আগস্ট বঙ্গবন্ধু ও পরিবারের সংক্ষিপ্ত পরিচিতি’তে বিশদভাবে বর্ণনা করেছেন।  বিশ্ব ইতিহাসের জঘন্যতম হত্যাকা- ঘটিয়ে একটি পরিবারকে নিশ্চিহ্ন করা কোনো ব্যক্তিগত হিংসার পরিণতি হতে পারে কিনা আগামী দিনের ইতিহাসবেত্তাগন ভালো বলতে পারবেন। সেদিন বঙ্গবন্ধুর মুক্তিযোদ্ধা সন্তান শেখ কামাল, শেখ জামাল, পরমাত্মীয় মুক্তিযোদ্ধা শেখ মনি, আবদুর রব সেরনিয়াবাতসহ সকলকে হত্যা করে মুক্তিযুদ্ধের ইতিহাসকেই বদলে ফেলতে চেয়েছিল নির্মম ঘাতকগোষ্ঠী। এরকম হত্যাকান্ড পৃথিবীর বুকে ইতোপূর্বে কোনোদিন ঘটেনি। যাদের সেদিন হত্যা করা হয়েছেন তাঁদের সচিত্র পরিচিতি এবং যে সকল দুর্লভ ছবি ‘১৫ই আগস্ট বঙ্গবন্ধু ও পরিবারের সংক্ষিপ্ত পরিচিতি’ গ্রন্থে এহছানুল মালিকী সংযুক্ত করেছেন, তা অবশ্যই প্রশংসার দাবি রাখে। আগামী প্রজন্মকে ইতিহাস বিকৃতির হাত থেকে রেহাই দিতে এবং সঠিক ইতিহাস জানাতে এহছানুল মালিকী’র পরিশ্রম ও মেধা পাঠকগণ আশা করি মূল্যায়ন করবেন। আমি ব্যক্তিগতভাবে গ্রন্থটির সাফল্য কামনা করছি।",14,232
বঙ্গবন্ধু সেরাদের সেরা গল্পে ,ফারুক নওয়াজ (সম্পাদক) ,Biography and Autobiography,"গল্প নানা রকম বিষয় নিয়ে হতে পারে। গল্প বলতে গেলেই যে রাজা-রানি, ভূত-পেতিœ, পরী-রাজকুমার হবে তা নয়। এসব গল্প হলো কাল্পনিক গল্প। এগুলো শুনতে যেমন ভালো লাগে, মজা পাওয়া যায়। কিন্তু এ বইটিতে যেসব গল্প রয়েছে সেসব গল্প আমাদের বাঙালির ইতিহাসের শ্রেষ্ঠ বাঙালি জাতির জনক বঙ্গবন্ধু শেখ মুজিবুর রহমানকে নিয়ে রচিত। গোপালগঞ্জের টুঙ্গিপাড়ায় জন্ম নেওয়া শেখ মুজিব এনে দিয়েছিলেন বাংলাদেশ নামে একটি স্বাধীন দেশ।  শেখ মুজিবের জন্ম থেকে মৃত্যু পর্যন্ত ঘটে যাওয়া নানা ঘটনাকে কেন্দ্র করে লেখা হয়েছে গল্পগুলো। বিভিন্ন সময় বিভিন্ন গল্পকার এ গল্পগুলো লিখেছেন পত্রিকায় কিংবা তাদের বইয়ে। সেই গল্পগুলোকে বাছাই করে প্রখ্যাত শিশুসাহিত্যিক ফারুক নওয়াজের সম্পদনায় বইটি প্রকাশিত হয়েছে।  বইটিতে যাদের গল্প স্থান পেয়েছে তারা হলেন―আবুল ফজল, শওকত ওসমান, সৈয়দ শামসুল হক, সেলিনা হোসেন, সুব্রত বড়ুয়া, ইমদাদুল হক মিলন, ফরিদুর রেজা সাগর, আনিসুল হক, খালেক বিন জয়েনউদদীন, ফারুক নওয়াজ, লুৎফর রহমান লিটন, রফিকুর রশিদ, আমীরুল ইসলাম, পারভনি সুলতানা, আহমাদ মাযহার, মাহবুব রেজা, মনি হায়দার, সারওয়ার-ইল-ইসলাম, নাসরীন মুস্তফা, শাহনেওয়াজ চৌধুরী, মফিদা আকবর, নির্মল সরকার, কাজী কেয়া, অদ্বৈত মারুত, ফজলে আহমেদ, মমতাজ বেগম এবং চন্দন কৃষ্ণ পাল।  সম্পাদকের কথায় সম্পাদক ফারুক নওয়াজ লিখেছেন―‘ত্রিশ লাখ প্রাণের বিনিময়ে অর্জিত আমাদের স্বাধীনতার মহানায়ক বঙ্গবন্ধুকে কুৎসিত ঘাতকেরা হত্যা করে পুনরায় পাকিস্তান রাষ্ট্রের অংশ বানাতে চেয়েছিল। সেই স্বপ্ন তাদের সফল হয়নি। বঙ্গবন্ধু আমাদের প্রাণের স্পন্দন; আমাদের সাহিত্যে, শিল্পে, কিশোর-সাহিত্যে বঙ্গবন্ধু অনিবার্য উপলক্ষ। এ সংকলনে তেমনই একগুচ্ছ সেরা কিশোর গল্প প্রকাশিত হলো।’  বাঙালি আর বাংলাদেশের ইতিহাস জানতে গেলে বঙ্গবন্ধুকে জানা অত্যাবশ্যক। শিশু-কিশোররা প্রবন্ধ কিংবা গবেষণা পড়ে বুঝতে পারবে না বঙ্গন্ধুর অবদানের কথা। তাই শিশু-কিশোরদের বোঝার উপযোগী করে লেখা এসব গল্প তাদের প্রেরণা জোগাবে এবং একই সাথে তাদের আত্মপরিচয় তুলে ধরবে সঠিকরূপে। মার্চ ২০২০ সালে প্রকাশিত বইটির ছাপা, বাঁধাই ও কাগজ খুবই উন্নতমানের। এটি যেকোনো পাঠাগার ও পুরস্কারের জন্য উপযুক্ত একটি বই। এ ছাড়া সকল বয়সী পাঠকের জন্যও বইটি সংগ্রহ ও সংরক্ষণযোগ্য। ",20,296
বঙ্গবন্ধুর প্রিয় ,মতিউর রহমান ,Biography and Autobiography,"বঙ্গবন্ধুর প্রিয় জিনিসগুলো কি ছিল, বঙ্গবন্ধু কি পছন্দ করতেন , তাঁরই গবেষণাধর্মী কাব্য প্রয়াস ‘বঙ্গবন্ধুর প্রিয়’। তাঁর প্রতিটি প্রিয় জিনিস বাংলার মানুষ থেকে শুরু করে প্রিয় দেশ, পরিবার পরিজন, নদ, নদী গাছপালা, তাঁর পোশাক প্রতিটি জিনিসই স্থান পেয়েছে এই গ্রন্থে। তাঁর প্রতিটি প্রিয় জিনিসের রয়েছে স্বকীয়তা। যা দিয়ে বঙ্গবন্ধুকে চেনা যায়, জানা যায়। এ যেন বঙ্গবন্ধুর বাংলাদেশ আর বাংলাদেশ মানে বঙ্গবন্ধু। ",5,60
বাঙালির মুক্তির ইতিহাস বঙ্গবন্ধু থেকে বঙ্গকন্যা ,অধ্যাপক ডা. কামরুল হাসান খান ,Biography and Autobiography,"অধ্যাপক ডা. কামরুল হাসান খানের ১৫টি প্রবন্ধের সংকলন হচ্ছে এ বই । প্রবন্ধগুলোয় জাতির পিতা বঙ্গবন্ধুর কর্মময় জীবন তুলে ধরা হয়েছে এবং নতুন আলো ফেলে বিশ্লেষণ করা হয়েছে বঙ্গবন্ধুকন্যা জননেত্রী শেখ হাসিনার গুরুত্বপূর্ণ নানা প্রসঙ্গ। মুক্তিযুদ্ধ, দেশের উন্নয়ন, গণতন্ত্র, রাজনীতি- এসব বিষয় স্থান পেয়েছে প্রবন্ধসমূহে । নতুন প্রজন্মকে বঙ্গবন্ধুর আলোয় আলোকিত না করতে পারলে তাদের মধ্যে দেশপ্রেম, আত্মত্যাগ, বাঙালি জাতীয়তাবাদের ধ্যান-ধারণা আত্মস্থ হবে না। এর জন্য প্রয়োজন বঙ্গবন্ধু, ২৩ বছরের ইতিহাস, মুক্তিযুদ্ধ, আন্দোলন-সংগ্রাম নিয়ে পরিকল্পিতভাবে পাঠদান, আলোচনা ও চর্চার ব্যবস্থা করা । আমাদের যে ইতিহাস-ঐতিহ্যের ভান্ডার রয়েছে, তা নতুন প্রজন্মকে দেশপ্রেমে উদ্বুদ্ধ করার জন্য যথেষ্ট। বঙ্গবন্ধুকন্যা জননেত্রী শেখ হাসিনা এখন বিশ্বের অন্যতম প্রভাবশালী নেতা এবং রাষ্ট্রনায়ক। বাংলাদেশের জন্য অনুকরণীয় এক ব্যক্তিত্ব। যিনি দেশের উন্নয়ন, মুক্তিযুদ্ধের চেতনা বাস্তবায়ন, গণতন্ত্রকে প্রাতিষ্ঠানিক রূপ দেওয়াসহ দেশকে এগিয়ে নেওয়ার জন্য জীবনের সব ঝুঁকি নিয়ে নিরন্তর লড়াই করে চলেছেন। তাঁর ব্যক্তিগত জীবন, রাজনৈতিক সংগ্রাম, রাষ্ট্র পরিচালনার কর্মপদ্ধতি নতুন প্রজন্মের কাছে বড় অনুপ্রেরণা হিসেবে কাজ করছে। এ বইটি নতুন প্রজন্মকে কিছুটা হলেও আলোকিত করবে ।",11,157
শেখ মুজিব কেন বঙ্গবন্ধু ,আনোয়ার ইমাম ,Biography and Autobiography,"আনোয়ার ইমাম। মুক্তিযুদ্ধে অংশগ্রহণ করেছিলেন। পেশায় ছিলেন একজন শিক্ষক। পেয়েছেন হাজার বছরের শ্রেষ্ঠ বাঙালি জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এর সাহচার্য। এছাড়াও তিনি ঢাকা বিশ্ববিদ্যালয়ে অধ্যয়নকালে ছিলেন মাননীয় প্রধানমন্ত্রী শেখ হাসিনার সহপাঠী।  খুব কাছ থেকে দেখা মুক্তিযুদ্ধ এবং বঙ্গবন্ধুর কথা নিয়েই এ বই। গ্রন্থে পুঙ্খানুপুঙ্খ তুলে ধরেছেন শেখ মুজিবুর রহমান কেমন করে বঙ্গবন্ধু হলেন, অন্যদিকে তিনি বঙ্গবন্ধুকে কীভাবে দেখেছিলেন। এছাড়াও বঙ্গবন্ধুর ভাষা ব্যবহার, মুক্তিযুদ্ধের আলোকে রবীন্দ্র দর্শনসহ মুক্তিযুদ্ধে ভূঞাপুর এবং মুক্তিযুদ্ধ গবেষণা পরিষদ, ভূঞাপুর এর আঞ্চলিক ইতিহাসও উঠে এসেছে এ বইয়ে। বইটি পাঠক মহলে সমাদৃত হোক। ",9,87
বঙ্গবন্ধু বিরোধী মিথ্যা মামলা ,মানিক মোহাম্মদ রাজ্জাক ,Biography and Autobiography,"জাতির জনক বঙ্গবন্ধু শেখ মুজিবুর রহমান একটি সুদূরপ্রসারী পরিকল্পনা নিয়ে এ জাতিকে নেতৃত্বে দিয়েছেন। সে পরিকল্পনার চূড়ান্ত পরিণতিতে ত্রিশ লক্ষ শহীদ ও তিন লক্ষ সর্বোস্ব খোয়ানো মা-বোনের বিনিময়ে জাতি পেয়েছে একটি স্বাধীন সার্বভৌম রাষ্ট্র। এ জন্য বঙ্গবন্ধুকে নানাভাবে নির্যাতিত-নিপীড়িত হতে হয়েছে। কারাগারে কাটাতে হয়েছে জীবনের সোনালি সময়। রাজনৈতিক জীবনের ৪ হাজার ৬৮২ দিন তিনি কাটিয়েছেন বিভিন্ন কারাগারে। এর মধ্যে স্কুলের ছাত্র অবস্থায় ব্রিটিশ আমলে সাত দিন কারা ভোগ করেন। বাকি ৪ হাজার ৬৭৫ দিন কারাভোগ করেন পাকিস্তান সরকারের আমলে। পূর্ব বাংলার অধিকার বঞ্চিত হতভাগা জনগোষ্ঠীর পক্ষে সোচ্চার হবার কারণে পাকিস্তানের সূচনা থেকেই তাঁকে শাসককুলের কোপানলে পড়তে হয়। অতঃপর তাঁকে পথচ্যুত করার জন্য একের পর এক দায়ের করা হয় মিথ্যা মামলা। এ সমস্ত মামলার ইতিবৃত্ত বিধৃত হয়েছে বঙ্গবন্ধুর ‘অসমাপ্ত আত্মজীবনী’ এবং ‘কারাগারের রোজনামচা’ গ্রন্থে। এছাড়া সেসময়কার বিভিন্ন পত্রিকায় প্রকাশিত হয়েছে মামলা বিষয়ক বিস্তারিত বিবরণ, তথ্য ও উপাত্ত। সেকেন্ডারি উৎস হিসেবে এসব গ্রন্থ ও পত্রিকা হতে সংগৃহীত হয়েছে এ গ্রন্থের বিষয়াদি। প্রযোজ্য ক্ষেত্রে সামান্য সংশোধনী ব্যতিরেকে বানানসহ গ্রন্থ ও পত্রিকার ভাষ্য অপরিবর্তনীয় রাখা হয়েছে। শুধু নামের ক্ষেত্রে কিছু সংশোধন করা হয়েছে। প্রকাশ থাকে যে সেসময় বঙ্গবন্ধু শেখ মুজিবুর রহমানের নাম বিভিন্ন পত্রিকায় বিভিন্নভাবে বর্ণিত হয়েছে। কোন পত্রিকা লিখেছে মুজিবর, কোন পত্রিকা লিখেছে মজিবর, কোন পত্রিকা লিখেছে মজিবুর। তাজউদ্দীন আহমদের ক্ষেত্রেও এহেন বিচ্যুতি অনুসৃত হয়েছে। কোনো কোনো পত্রিকায় লিখা হয়েছে তাজুদ্দিন। নতুন প্রজন্মের বোধগম্যতার প্রয়োজনে এহেন বিভ্রান্তি নিরোসনকল্পে বানানসমূহ সঠিকায়নের জন্য প্রযোজ্য ক্ষেত্রে সংশোধন করা হয়েছে।  প্রকাশ থাকে যে স্কুল জীবনের একটি প্রতিবাদকে কেন্দ্র করে বঙ্গবন্ধুকে এক মামলায় অভিযুক্ত হয়ে সাতদিন কারাবাস করতে হয়েছিল; পরবর্তী সময়ে সে ধরনের মামলা-সে ধরনের কারাবাস আর তাঁর পিছু ছাড়েনি। নানামুখী মামলার মাধ্যমে তাঁকে স্তব্ধ করার জন্য, তথা এ জাতিকে দাবিয়ে রাখার জন্য, পূর্ব বাংলাকে শোষণের উর্বরভূমি হিসেবে সংরক্ষিত রাখার জন্য; শাসককুলের প্রয়াস ছিল অব্যাহত। অধিকন্তু এ সমস্ত মামলার মাধ্যমে যেমন বঙ্গবন্ধুর ভাবমূর্তি বিনষ্টকরণ এবং তাঁকে গণবিচ্ছিন্ন করার অপপ্রয়াস অব্যাহত ছিল, তেমনি অব্যাহত ছিল তাঁকে হত্যা করার অপচেষ্টা। শেষ পর্যন্ত এ সমস্ত মিথ্যা মামলার কোনোটিই বিজ্ঞ আদালত কর্তৃক আমলযোগ্য হয়নি। সকল মামলাতেই বঙ্গবন্ধু বেকসুর খালাশ পান। তাঁর জনপ্রিয়তাতেও ভাটা পড়েনি। অধিকন্তু সততা, সাহসিকতা ও প্রজ্ঞাগুণে তিনি হয়ে ওঠেন বাঙালি জাতির প্রেরণার প্রতীক। জাতিসত্তা গঠনের অনবদ্য সংগঠক।  বঙ্গবন্ধুর বিরুদ্ধে দায়েরকৃত ওই মিথ্যা মামলাগুলো আজ স্বাধীনতা আন্দোলন-সংগ্রামের অনবদ্য দলিল হিসেবে স্বীকৃত। এছাড়া এ মামলাগুলো আজ বঙ্গবন্ধুর রাজনৈতিক জীবনের অবিচ্ছেদ্য অংশ হিসেবেও স্বীকৃত। সে নিরিখেই এ মামলাগুলোর ওপর আলোকপাত করা হয়েছে। তুলে ধরা হয়েছে মামলা বিষয়ক ইতিবৃত্ত। আশা করি সদাশয় পাঠককুল এ গ্রন্থ পাঠের মাধ্যমে আমাদের স্বাধীনতা সংগ্রাম-বঙ্গবন্ধুর রাজনৈতিক জীবনের এই অবিচ্ছেদ্য বিষয়াদি সম্পর্কে সম্যক ধারণা লাভে সক্ষম হবেন। জ্ঞানত এখানে কোনো বিভ্রান্তিকর বা ভুল তথ্য উত্থাপন করা হয়নি। তদুপরি তেমন কিছু পরিদৃষ্ট হলে তার দায় একান্তভাবেই সম্পাদকের ওপরই বর্তাবে। এ বিষয়ক যে কোনো পরামর্শও বিনাপ্রশ্নে গ্রহণীয়।  এ গ্রন্থের প্রচ্ছদ করেছেন প্রিয়জন ধ্রুব এষ, তাঁর প্রতি রইলো অশেষ কৃতজ্ঞতা। ছবিগুলো নেয়া হয়েছে ইন্টারনেট থেকে। গ্রন্থটি প্রকাশের সার্বিক দায়িত্ব নিয়ে হাওলাদার প্রকাশনীর মকসুদ হাওলাদার কৃতজ্ঞতাপাশে আবদ্ধ করেছেন। ",38,460
বঙ্গবন্ধু ,মাহফুজ পারভেজ ,Biography and Autobiography,"বোপার্জিত দক্ষতায়, নেতৃত্বের মোহনীয় কৃতিত্বে, ব্যক্তিত্বের দীপ্তিতে, সাহসে, সংগ্রামে ও ত্যাগে বঙ্গবন্ধু শেখ মুজিবুর রহমান (১৯২০-১৯৭৫) ব্রিটিশ-বাংলার তথা ভারতীয় উপমহাদেশে অনন্য রাজনৈতিক নেতার মর্যাদায় আসীন। আধুনিক দক্ষিণ এশিয়ার ভাগ্য-নির্ধারক তিনজন নেতার একজন রূপে তিনি ভারতের জাতির পিতা মোহনদাস করমচাঁদ গান্ধী (১৮৬৯-১৯৪৮) এবং পাকিস্তানের জাতির পিতা মোহাম্মদ আলী জিন্নাহ (১৮৭৬-১৯৪৮)-এর সঙ্গে তুলনীয়। ইতিহাসের বিচারে বঙ্গবন্ধু কৃতিত্বের বিশিষ্টতায় ও সাফল্যের গৌরবে শিখরস্পর্শী। পুরো উপমহাদেশ আচ্ছন্নকারী দুইটি প্রধান রাজনৈতিক দর্শনের মোকাবেলায় বাঙালি জাতীয়তাবাদের বিকাশ ও বিজয় নিশ্চিত করেছেন তিনি। অখন্ড ভারত এবং দ্বিজাতিতত্ত্বে, উভয়বিদ উগ্র সাম্প্রদায়িক-জাতীয়তাবাদী স্রোতের বিপরীতে দাঁড়িয়ে অসাম্প্রদায়িক চৈতন্যে বাঙালি জাতিকে ঐক্যবদ্ধ করেছেন তিনি। ইতিহাসের বিভিন্ন কালপর্বে যে বাঙালি জাতি ধর্মান্ধতা ও উগ্র জাতীয়তাবাদের রক্তাক্ত স্রোতে ভেসে ক্ষত-বিভক্ত ও বিভাজিত হয়েছিল এবং ভারত ও পাকিস্তান কাঠামোর প্রান্তিক পরিসরে সামান্য একটি স্থান পেয়েছিল, সেই বাঙালিসত্তার নিজস্ব স্বদেশ-বাংলাদেশ, আত্মমর্যাদা ও আত্মপরিচিতির রূপকার বঙ্গবন্ধু: সর্বকালের সর্বশ্রেষ্ঠ বাঙালি, যা এই গ্রন্থে ঐতিহাসিক-রাজনৈতিক-সমাজতাত্তি¡ক বিশ্লেষণে সপ্রমাণিত।",6,151
